"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
23C0001144,NORTHERN MICHIGAN SURGICAL SUITES,825 MOLL DRIVE,BOYNE CITY,MI,49712,,(000) 000-0000,98,2,0,99,93,6,1,96,92,8,0,96,91,9,0,97,,413,195,47,10/01/2024,09/30/2025
23C0001145,UPPER PENINSUAL SURGERY CENTER DBA UPPER MICHIGAN SURGERY CENTER,1414 WEST FAIR AVENUE,MARQUETTE,MI,49855,,(000) 000-0000,98,2,0,99,93,6,1,96,91,8,1,96,89,10,1,96,,907,218,24,10/01/2024,09/30/2025
23C0001146,SOUTHFIELD SURGERY CENTER LLC,26225 GREENFIELD ROAD,SOUTHFIELD,MI,48076,,(248) 541-7801,95,3,2,96,97,2,1,98,86,8,6,91,81,14,5,91,"3,10",236,32,14,10/01/2024,09/30/2025
23C0001147,GRASS LAKE SURGERY CENTER,3800 CENTENNIAL BOULEVARD,GRASS LAKE,MI,49240,,(517) 701-3100,99,1,0,100,97,3,0,98,98,2,0,99,95,3,2,97,3,484,184,38,10/01/2024,09/30/2025
23C0001148,PRECISION SURGERY CENTER,22701 HALL ROAD,MACOMB,MI,48042,,(916) 698-4700,98,2,0,99,87,11,2,93,93,6,1,97,90,8,2,96,3,1910,134,7,10/01/2024,09/30/2025
23C0001149,MICHIGAN ADVANCED SURGICAL CENTER,27101 SCHOENHERR ROAD SUITE 300,WARREN,MI,48088,,(586) 434-3210,99,1,0,100,94,5,1,97,95,5,0,98,81,19,0,94,"3,6",520,74,14,10/01/2024,09/30/2025
23C0001150,SUMMIT SURGERY CENTER,1560 EAST MAPLE ROAD SUITE 100,TROY,MI,48083,,(248) 252-2763,98,2,0,99,93,6,1,96,94,6,0,97,93,6,1,97,3,472,174,37,10/01/2024,09/30/2025
23C0001151,GRAND RIVER SURGERY CENTER LLC,1090 TROWBRIDGE ROAD SUITE A,EAST LANSING,MI,48823,,(517) 220-0240,98,2,0,99,98,2,0,99,92,5,3,95,88,11,1,96,3,568,157,28,10/01/2024,09/30/2025
23C0001152,BLOOMFIELD HILLS SURGERY CENTER DBA BLOOMFIELD HILLS SURGICAL CENTER,359 ENTERPRISE COURT SUITE C,BLOOMFIELD HILLS,MI,48302,,(248) 220-7505,98,2,0,99,91,7,2,94,93,5,2,96,87,11,2,94,3,1743,523,30,10/01/2024,09/30/2025
23C0001153,PLATINUM MANAGEMENT LLC DBA MOVI ASC,5250 AUTO CLUB DRIVE SUITE 170,DEARBORN,MI,48126,,(313) 359-8300,99,1,0,99,74,23,3,86,91,5,4,96,87,11,2,94,"3,10",274,27,10,10/01/2024,09/30/2025
23C0001154,LENOX SURGERY CENTER LLC,36555 26 MILE ROAD SUITE 1900,LENOX,MI,48048,,(586) 786-8050,,,,,,,,,,,,,,,,,1,,,,,
23C0001155,HURON GASTRO ENDOSCOPY CENTER LLC DBA HURON GASTRO CENTER FOR DIGESTIVE CARE,36650 FIVE MILE ROAD,LIVONIA,MI,48154,,(734) 434-6262,,,,,,,,,,,,,,,,,1,,,,,
23C0001156,MICHIGAN SPECIALTY SURGERY CENTER LLC,6886 SASHABAW ROAD,CLARKSTON,MI,48348,,(248) 707-3112,99,1,0,100,91,8,1,95,100,0,0,99,91,9,0,97,3,557,172,31,10/01/2024,09/30/2025
23C0001157,PIONEER ENDOSCOPY AND SURGERY CENTER LLC,36401 VAN DYKE AVENUE,STERLING HEIGHTS,MI,48312,,(586) 771-0270,98,2,0,99,93,6,1,96,94,5,1,97,88,10,2,95,3,705,124,18,10/01/2024,09/30/2025
23C0001158,BRONSON AMBULATORY SURGERY CENTER LLC DBA BRONSON ORTHOPEDIC SURGERY CENTER,6263 BEATRICE DRIVE,KALAMAZOO,MI,49009,,(269) 352-8911,100,0,0,100,98,2,0,99,98,2,0,99,96,3,1,98,3,358,148,45,10/01/2024,09/30/2025
23C0001160,EASTSIDE ASSOCIATES LLC DBA EASTSIDE ENDOSCOPY CENTER,36750 26 MILE ROAD SUITE 210,CHESTERFIELD,MI,48047,,(586) 473-6400,99,1,0,100,93,6,1,96,97,2,1,97,93,5,2,96,3,572,212,37,10/01/2024,09/30/2025
23C0001162,LIVONIA SURGERY CENTER LLC,39000 7 MILE ROAD SUITE 1500,LIVONIA,MI,48152,,(734) 418-4888,,,,,,,,,,,,,,,,,1,,,,,
23C0001163,UNIVERSAL CARE SURGICAL CENTER LLC,5456 15 MILE ROAD SUITE 102,STERLING HEIGHTS,MI,48310,,(586) 800-5095,,,,,,,,,,,,,,,,,1,,,,,
23C0001165,LAKE LANSING SURGICAL CENTER LLC DBA MIDWEST VISION SURGERY CENTER OF LANSING,7397 EAST SAGINAW STREET,EAST LANSING,MI,48823,,(517) 897-9417,99,1,0,99,97,2,1,98,92,7,1,97,93,5,2,96,"3,6",134,60,45,10/01/2024,09/30/2025
23C0001166,AMERICAN SURGICAL CENTERS ANN ARBOR LLC DBA ANN ARBOR SURGICAL CENTER,710 AVIS DRIVE SUITE 100,ANN ARBOR,MI,48108,,(734) 719-8900,98,2,0,99,92,6,2,95,92,6,2,96,87,10,3,94,3,1687,552,33,10/01/2024,09/30/2025
23C0001167,MUSKEGON SURGICAL ASSOCIATES SURGICENTER PLC,1672 PATRIOT DRIVE,MUSKEGON,MI,49444,,(231) 739-9461,100,0,0,100,92,7,1,95,97,2,1,97,92,7,1,97,"3,6",926,68,7,10/01/2024,09/30/2025
23C0001168,HALL ROAD ASC LLC DBA MICHIGAN SURGICAL UTICA,11051 HALL ROAD SUITE 100,UTICA,MI,48317,,(586) 500-9222,97,2,1,98,91,8,1,95,87,10,3,94,80,18,2,92,3,756,197,26,10/01/2024,09/30/2025
23C0001169,SSC ORTHOPEDICS DBA COREWELL HEALTH ORTHOPEDIC SURGERY CENTER GRAND RAPIDS,2770 EAST BELTLINE AVENUE NORTHEAST SUITE B200,GRAND RAPIDS,MI,49525,,(616) 317-5969,96,2,2,97,90,8,2,94,89,6,5,93,84,10,6,92,"3,10",120,39,33,10/01/2024,09/30/2025
24C0001000,ST CLOUD SURGICAL CENTER,1526 NORTHWAY DR,ST CLOUD,MN,56303,,(320) 251-8385,98,2,0,99,95,4,1,97,94,5,1,97,96,3,1,98,3,642,268,42,10/01/2024,09/30/2025
24C0001007,MIDWEST SURGERY CENTER,2080 WOODWINDS DR,WOODBURY,MN,55125,,(651) 642-9199,98,2,0,99,94,5,1,97,89,10,1,95,86,13,1,95,3,675,232,34,10/01/2024,09/30/2025
24C0001009,HEALTHEAST SURGERY CENTER MAPLEWOOD LLC,2945 HAZELWOOD STREET,MAPLEWOOD,MN,55109,,(651) 471-9701,97,2,1,98,92,7,1,95,86,12,2,95,86,11,3,94,3,870,241,28,10/01/2024,09/30/2025
24C0001010,CARRIS HEALTH LLC DBA CENTRACARE WILLMAR SURGERY CENTER,1310 1ST STREET SOUTH,WILLMAR,MN,56201,,(320) 235-6506,98,2,0,99,91,8,1,95,84,15,1,94,82,17,1,94,,1753,472,27,10/01/2024,09/30/2025
24C0001011,MINNESOTA EYE LASER AND SURGERY CENTERS LLC BLOOMINGTON,9801 DUPONT AVE SOUTH SUITE 100,BLOOMINGTON,MN,55431,,(952) 888-5800,96,3,1,98,91,8,1,95,89,8,3,95,85,10,5,92,3,391,152,39,10/01/2024,09/30/2025
24C0001014,CENTENNIAL LAKES SURGERY CENTER,7373 FRANCE AVE SOUTH SUITE 404,EDINA,MN,55435,,(952) 832-9360,98,2,0,99,94,5,1,97,92,7,1,97,92,6,2,96,3,615,220,36,10/01/2024,09/30/2025
24C0001017,WESTHEALTH SURGERY CENTER,2855 CAMPUS DR SUITE 200,PLYMOUTH,MN,55441,,(952) 456-7354,98,2,0,99,96,3,1,98,92,6,2,96,89,8,3,95,3,738,225,30,10/01/2024,09/30/2025
24C0001019,LANDMARK SURGERY CENTER,7115 TAMARACK RD SUITE 200,WOODBURY,MN,55125,,(651) 261-1717,99,1,0,99,94,5,1,97,95,5,0,97,94,5,1,98,,1479,494,33,10/01/2024,09/30/2025
24C0001025,EAST METRO ASC LLC,8650 HUDSON BLVD SUITE 200,LAKE ELMO,MN,55042,,(651) 702-7424,97,2,1,98,93,6,1,96,90,8,2,95,91,6,3,95,,677,293,43,10/01/2024,09/30/2025
24C0001026,LAKEWALK SURGERY CENTER,1420 LONDON RD SUITE 100,DULUTH,MN,55805,,(218) 728-8505,99,1,0,99,95,4,1,98,93,6,1,97,92,8,0,97,,715,303,42,10/01/2024,09/30/2025
24C0001032,MCCANNEL EYE SURGERY,3124 WEST 70TH ST,EDINA,MN,55435,,(952) 848-8340,98,2,0,99,98,2,0,99,93,6,1,97,95,4,1,97,,854,406,48,10/01/2024,09/30/2025
24C0001034,MNGI ENDOSCOPY ASC INC,"2550 UNIVERSITY AVE WEST, SUITE 423 SOUTH",COON RAPIDS,MN,55433,,(612) 871-1145,99,1,0,99,93,6,1,96,91,9,0,96,93,7,0,97,3,545,128,26,10/01/2024,09/30/2025
24C0001036,MANKATO SURGERY CENTER,1411 PREMIERE DR,MANKATO,MN,56001,,(507) 386-5543,97,3,0,98,91,7,2,95,90,9,1,95,88,10,2,95,3,376,136,36,10/01/2024,09/30/2025
24C0001037,MNGI ENDOSCOPY ASC INC,15700 37TH AVE NORTH SUITE 300,PLYMOUTH,MN,55446,,(612) 871-1145,99,1,0,99,93,6,1,96,92,7,1,96,86,11,3,94,3,563,136,27,10/01/2024,09/30/2025
24C0001039,ST CLOUD CENTER FOR OPTHALMIC SURGERY,2055 15TH NORTH ST,ST CLOUD,MN,56303,,(320) 258-6620,98,2,0,99,92,7,1,95,87,11,2,94,88,10,2,95,3,1628,808,50,10/01/2024,09/30/2025
24C0001040,CDI TWIN CITIES ASC LLC,5775 WAYZATA BLVD SUITE 190,SAINT LOUIS PARK,MN,55416,,(605) 520-5678,99,1,0,100,96,3,1,98,88,10,2,95,87,11,2,95,"3,6",317,74,23,10/01/2024,09/30/2025
24C0001042,ORTHOPAEDIC INSTITUTE SURGERY CENTER,8100 W. 78TH ST. STE. 220,EDINA,MN,55439,,(952) 914-8419,99,1,0,99,96,4,0,98,96,3,1,97,95,4,1,98,3,640,232,36,10/01/2024,09/30/2025
24C0001043,MINNESOTA EYE INSTITUTE SURGERY CENTER LLC,3401 S. BROADWAY,ALEXANDRIA,MN,56308,,(320) 759-2020,99,0,1,99,94,5,1,97,99,1,0,99,96,4,0,99,"3,6",243,53,22,10/01/2024,09/30/2025
24C0001044,MNGI ENDOSCOPY ASC INC,1185 TOWN CENTER DR SUITE 200,EAGAN,MN,55123,,(612) 870-5528,98,1,1,99,92,7,1,95,90,7,3,94,93,4,3,97,3,550,160,32,10/01/2024,09/30/2025
24C0001045,NURA SURGICAL CENTER LLC,7400 FRANCE AVE S SUITE 102,EDINA,MN,55435,,(763) 537-6000,95,4,1,97,91,5,4,94,82,15,3,92,84,12,4,93,3,536,101,19,10/01/2024,09/30/2025
24C0001046,BRAINERD LAKES SURGERY CENTER L L C,13114 ISLE DR,BAXTER,MN,56425,,(218) 822-2404,99,1,0,99,94,5,1,96,92,7,1,96,91,7,2,96,3,903,369,41,10/01/2024,09/30/2025
24C0001048,TRIA ORTHOPAEDIC CENTER LLC,8100 NORTHLAND DR,BLOOMINGTON,MN,55431,,(952) 806-5321,98,2,0,99,94,5,1,96,92,7,1,96,90,8,2,96,,3135,693,22,10/01/2024,09/30/2025
24C0001049,MANKATO CLINIC ENDOSCOPY CENTER LLC,1230 EAST MAIN STREET,MANKATO,MN,56001,,(507) 625-1811,97,3,0,98,94,5,1,96,92,7,1,95,89,10,1,95,,704,255,37,10/01/2024,09/30/2025
24C0001051,FAMILY SURGERY CENTER,1801 19TH AVE SOUTHWEST,WILLMAR,MN,56201,,(320) 235-7700,99,1,0,99,92,7,1,95,93,6,1,96,91,8,1,97,3,504,209,42,10/01/2024,09/30/2025
24C0001052,SUMMIT ORTHOPEDICS LTD DBA PLYMOUTH SURGERY CENTER,6050 SYCAMORE LANE NORTH SUITE 200,PLYMOUTH,MN,55442,,(952) 814-6610,98,2,0,99,95,4,1,97,91,7,2,96,90,8,2,96,,1402,389,28,10/01/2024,09/30/2025
24C0001053,ESSENTIA HEALTH SURGERY CENTERS MINNESOTA DBA ESSENTIA HEALTH SURGERY CENTER GRAND RAPIDS,1542 GOLF COURSE ROAD SUITE 105,GRAND RAPIDS,MN,55744,,(218) 326-3937,98,2,0,99,94,5,1,97,91,8,1,96,90,8,2,96,,633,268,42,10/01/2024,09/30/2025
24C0001055,ASSOCIATED EYE CARE AMBULATORY SURGERY CENTER LLC,2950 CURVE CREST BLVD W,STILLWATER,MN,55082,,(651) 275-3113,99,1,0,99,97,3,0,98,96,3,1,97,94,5,1,97,3,594,129,22,10/01/2024,09/30/2025
24C0001056,MINNESOTA VALLEY SURGERY CENTER,1000 140TH ST WEST SUITE 102,BURNSVILLE,MN,55337,,(952) 232-1114,99,1,0,99,93,6,1,96,95,5,0,98,85,12,3,93,"3,6",172,78,45,10/01/2024,09/30/2025
24C0001057,MINNESOTA VASCULAR SURGERY CENTER,600 COUNTY RD D WEST SUITE 2,NEW BRIGHTON,MN,55112,,(763) 432-4300,98,1,1,99,91,5,4,94,86,12,2,94,79,15,6,90,,1131,200,18,10/01/2024,09/30/2025
24C0001058,CROSSROADS SURGERY CENTER INC,1575 20TH ST NORTHWEST SUITE 203,FARIBAULT,MN,55021,,(507) 209-6214,98,1,1,99,95,4,1,97,93,6,1,96,87,11,2,95,3,280,121,44,10/01/2024,09/30/2025
24C0001059,REGIONAL EYE SURGERY CENTER INC,"1455 MONTREAL ST, SE",HUTCHINSON,MN,55350,,(320) 234-6600,98,2,0,99,94,5,1,96,91,5,4,95,85,12,3,94,3,549,234,43,10/01/2024,09/30/2025
24C0001060,CENTRACARE SURGERY CENTER LLC,1900 CENTRACARE CIR,ST CLOUD,MN,56303,,(320) 229-4964,98,2,0,99,94,5,1,96,90,8,2,95,87,11,2,95,,3274,910,28,10/01/2024,09/30/2025
24C0001062,M HEALTH FAIRVIEW,1700 UNIVERSITY AVE WEST,SAINT PAUL,MN,55104,,(612) 672-6989,98,2,0,99,94,5,1,96,92,7,1,96,88,11,1,96,,2670,568,21,10/01/2024,09/30/2025
24C0001063,NORTH MEMORIAL AMBULATORY SURGERY CENTER AT MAPLE GROVE LLC,"9855 HOSPITAL DR, SUITE 175",MAPLE GROVE,MN,55369,,(763) 581-9025,99,1,0,99,93,5,2,96,92,8,0,97,87,11,2,94,3,790,246,31,10/01/2024,09/30/2025
24C0001066,MNGI ENDOSCOPY ASC INC,"1185 TOWN CENTRE DR, SUITE 200",BLOOMINGTON,MN,55437,,(612) 870-5538,98,2,0,99,94,5,1,97,92,8,0,97,93,5,2,96,3,548,129,26,10/01/2024,09/30/2025
24C0001067,CHU SURGERY CENTER,9117 LYNDALE AVE SOUTH,BLOOMINGTON,MN,55420,,(612) 978-0192,99,1,0,99,92,7,1,96,98,2,0,98,94,5,1,97,3,538,170,32,10/01/2024,09/30/2025
24C0001070,2201 BLAINE MN MULTI DBA NORTH METRO SURGERY CENTER,11855 ULYSSES ST NORTHEAST SUITE 270,BLAINE,MN,55449,,(763) 755-6540,98,2,0,99,93,6,1,96,90,8,2,95,88,9,3,94,,2254,976,43,10/01/2024,09/30/2025
24C0001071,MINNESOTA EYE LASER AND SURGERY CENTERS LLC BLAINE,11091 ULYSSES ST SUITE 400,BLAINE,MN,55434,,(952) 888-5800,97,3,0,98,94,5,1,97,88,9,3,95,89,8,3,95,3,373,166,45,10/01/2024,09/30/2025
24C0001072,CROSSTOWN SURGERY CENTER LLC,4010 WEST 65TH ST SUITE 300,EDINA,MN,55435,,(952) 456-7300,99,1,0,100,95,4,1,97,94,6,0,97,94,4,2,97,3,383,175,46,10/01/2024,09/30/2025
24C0001073,PAIN CENTERS OF MINNESOTAMANKATO LLC,1400 E. MADISON AVE STE 402,MANKATO,MN,56001,,(414) 325-3749,99,1,0,100,95,4,1,98,84,15,1,94,82,16,2,93,6,320,86,27,10/01/2024,09/30/2025
24C0001074,SANFORD HEALTH DETROIT LAKES SAME DAY SURGERY CTR,1245 WASHINGTON AVE,DETROIT LAKES,MN,56501,,(218) 846-2000,99,1,0,100,96,3,1,97,92,6,2,96,89,9,2,95,,782,198,25,10/01/2024,09/30/2025
24C0001075,CHASKA PLAZA SURGERY CENTER LLC DBA TWO TWELVE SURGERY CENTER,111 HUNDERTMARK RD SUITE 340,CHASKA,MN,55318,,(952) 456-7900,99,1,0,99,97,3,0,98,98,1,1,98,96,2,2,97,3,428,208,49,10/01/2024,09/30/2025
24C0001078,VADNAIS HEIGHTS SURGERY CENTER,3580 ARCADE ST,VADNAIS HEIGHTS,MN,55127,,(651) 968-5662,99,1,0,99,95,4,1,97,95,4,1,97,94,5,1,98,,1318,532,40,10/01/2024,09/30/2025
24C0001079,CENTER FOR PAIN MANAGEMENT AMBULATORY SURGERY LTD,519 22ND AVE EAST,ALEXANDRIA,MN,56308,,(320) 219-7611,99,1,0,99,97,3,0,99,87,11,2,95,84,14,2,94,3,491,165,34,10/01/2024,09/30/2025
24C0001080,MINNESOTA EYE LASER AND SURGERY CENTERS LLC MINNETONKA,10709 WAYRATA BLVD,MINNETONKA,MN,55305,,(952) 888-5800,97,3,0,99,91,7,2,95,92,6,2,96,87,11,2,94,3,425,184,43,10/01/2024,09/30/2025
24C0001081,CDI TWIN CITIES ASC LLC,6025 LAKE RD SUITE 100,WOODBURY,MN,55125,,(605) 520-5678,97,3,0,98,94,4,2,96,83,12,5,92,84,12,4,93,"3,6",373,94,25,10/01/2024,09/30/2025
24C0001083,RIDGES SURGERY CENTER LLC,14101 FAIRVIEW DR,BURNSVILLE,MN,55337,,(952) 658-8000,99,1,0,100,96,3,1,97,93,5,2,97,91,8,1,96,3,821,270,33,10/01/2024,09/30/2025
24C0001085,NORTHWOODS SURGERY CENTER LLC,502 NORTH 6TH AVE,VIRGINIA,MN,55792,,(218) 471-1220,99,1,0,99,92,7,1,96,92,6,2,96,89,9,2,95,3,443,177,40,10/01/2024,09/30/2025
24C0001088,MINNETONKA AMBULATORY SURGERY CENTER LLC,15450 HWY 7 SUITE 200,MINNETONKA,MN,55345,,(763) 581-8950,98,2,0,99,94,5,1,96,93,5,2,96,87,12,1,95,,1179,299,25,10/01/2024,09/30/2025
24C0001089,M HEALTH CLINICS AND SURGERY CENTER,1700 UNIVERSITY AVE WEST,ST. PAUL,MN,55104,,(612) 672-6989,98,2,0,99,94,5,1,96,89,10,1,95,88,10,2,95,,3264,630,19,10/01/2024,09/30/2025
24C0001090,PAIN CENTERS OF MINNESOTA-CHASKA,3000 HUNDERTMARK RD SUITE 200,CHASKA,MN,55318,,(763) 201-8191,96,4,0,98,87,11,2,93,73,23,4,90,71,22,7,87,"3,6",379,83,22,10/01/2024,09/30/2025
24C0001091,EAGAN SURGERY CENTER,2620 EAGAN WOODS DR,EAGAN,MN,55121,,(651) 968-5662,99,1,0,99,95,4,1,97,92,7,1,97,92,7,1,97,,1314,502,38,10/01/2024,09/30/2025
24C0001092,TWIN CITIES SURGERY CENTER,7211 OHMS LANE,EDINA,MN,55439,,(952) 204-3500,98,2,0,99,94,5,1,97,87,10,3,95,92,6,2,96,,952,167,18,10/01/2024,09/30/2025
24C0001095,MINNESOTA EYE LASER AND SURGERY CENTERS LLC WOODBURY,7125 TAMRACK RD,WOODBURY,MN,55125,,(952) 888-5800,97,2,1,98,91,7,2,94,86,9,5,93,84,12,4,92,3,406,164,40,10/01/2024,09/30/2025
24C0001096,DULUTH SURGICAL SUITES LLC,2118 LONDON RD,DULUTH,MN,55812,,(218) 481-4812,98,2,0,99,92,7,1,95,87,12,1,95,88,11,1,95,3,557,218,39,10/01/2024,09/30/2025
24C0001097,EAGAN ORTHOPEDIC SURGERY CENTER LLC,2700 VIKINGS CIR SUITE 300,EAGAN,MN,55121,,(952) 456-7283,99,1,0,100,95,4,1,97,96,3,1,98,95,3,2,97,3,654,292,45,10/01/2024,09/30/2025
24C0001098,BHATTI GI SURGERY CENTER LLC,1447 WHITE OAK DR,CHASKA,MN,55318,,(952) 368-3800,86,8,6,91,91,7,2,94,92,6,2,96,90,9,1,96,3,552,128,23,10/01/2024,09/30/2025
24C0001099,MNGI ENDOSCOPY ASC INC,237 RADIO DRIVE SUITE 200,WOODBURY,MN,55125,,(612) 871-1145,98,2,0,99,90,9,1,95,92,7,1,97,91,7,2,96,3,605,146,26,10/01/2024,09/30/2025
24C0001100,BLAINE ASC LLC,11225 ULYSSES ST NORTHEAST SUITE 300,BLAINE,MN,55318,,(952) 456-7354,99,1,0,100,94,5,1,97,97,3,0,98,92,7,1,97,3,566,253,45,10/01/2024,09/30/2025
24C0001101,SOUTHHEALTH ASC LLC DBA EDINA SPECIALTY SURGERY CENTER,4100 MINNESOTA DR SUITE 200,EDINA,MN,55435,,(952) 456-7354,98,2,0,99,92,7,1,96,87,9,4,95,84,12,4,93,3,488,169,35,10/01/2024,09/30/2025
24C0001102,METROPOLITAN SURGICAL CENTER,9645 GROVE CIR NORTH SUITE 250,MAPLE GROVE,MN,55369,,(763) 201-8191,97,2,1,98,88,9,3,93,77,19,4,92,75,21,4,90,3,640,147,23,10/01/2024,09/30/2025
24C0001103,BURNSVILLE SURGERY CENTER,14551 COUNTY RD 11 SUITE 110,BURNSVILLE,MN,55337,,(952) 222-1814,98,2,0,99,93,5,2,96,85,14,1,95,87,11,2,95,,848,173,21,10/01/2024,09/30/2025
24C0001104,VANCE THOMPSON VISION,2600 JEFFERSON STREET,ALEXANDRIA,MN,56308,,(000) 000-0000,97,3,0,99,92,6,2,95,89,8,3,95,87,10,3,94,3,754,348,46,10/01/2024,09/30/2025
24C0001106,CENTER FOR RESTORATIVE SURGERY AT MAPLE GROVE,13601 80TH CIRCLE NORTH SUITE 100,MAPLE GROVE,MN,55369,,(763) 432-7655,98,2,0,99,96,4,0,98,90,9,1,96,85,12,3,93,3,641,224,35,10/01/2024,09/30/2025
24C0001107,GREENWAY SURGICAL SUITES,2020 EAST 28TH STREET SUITE 100,MINNEAPOLIS,MN,55407,,(612) 728-7000,99,1,0,100,91,8,1,95,88,10,2,95,82,14,4,92,3,704,202,29,10/01/2024,09/30/2025
24C0001108,WOODBURY SURGERY CENTER,587 BIELENBERG DRIVE SUITE 100,WOODBURY,MN,55125,,(651) 493-0343,97,3,0,98,92,7,1,96,86,12,2,95,84,13,3,93,3,798,262,33,10/01/2024,09/30/2025
24C0001111,ALLINA HEALTH SURGERY CENTER BROOKLYN PARK LLC,6001 96TH LANE NORTH SUITE 200,BROOKLYN PARK,MN,55443,,(205) 263-2559,98,2,0,99,94,5,1,96,95,4,1,97,92,6,2,96,3,661,245,37,10/01/2024,09/30/2025
24C0001112,CENTER FOR PAIN MANAGEMENT AMBULATORY SURGERY LTD DBA CENTER FOR PAIN MANAGEMENT,804 23RD STREET SOUTH,SARTELL,MN,56308,,(320) 230-7788,98,1,1,99,94,5,1,97,90,8,2,96,88,11,1,96,3,581,159,28,10/01/2024,09/30/2025
24C0001113,AFFILIATED ENDOSCOPY CENTERS LLC,10150 NIAGARA LANE N #200,MAPLE GROVE,MN,55369,,(612) 871-1145,98,2,0,99,92,6,2,95,87,11,2,94,87,11,2,94,3,467,100,24,10/01/2024,09/30/2025
24C0001114,ALLINA HEALTH HEART AND VASCULAR SURGERY CENTER LLC,7373 FRANCE AVENUE SOUTH SUITE 404,EDINA,MN,55435,,(952) 428-4280,98,2,0,99,96,4,0,98,94,4,2,97,89,8,3,94,3,556,247,45,10/01/2024,09/30/2025
24C0001115,ESSENTIA HEALTH SURGERY CENTERS DULUTH LLC DBA ESSENTIA HEALTH SURGERY CENTER MILLER HILL,1600 MILLER TRUNK HIGHWAY BLDG D SUITE 101,DULUTH,MN,55811,,(218) 606-9200,98,2,0,99,93,6,1,96,91,8,1,96,88,10,2,95,,2799,837,30,10/01/2024,09/30/2025
24C0001116,AFFILIATED ENDOSCOPY CENTERS LLC,3588 ARCADE STREET SUITE 100,VADNAIS HEIGHTS,MN,55127,,(612) 871-1145,98,2,0,99,93,5,2,96,93,6,1,96,87,10,3,94,3,527,149,31,10/01/2024,09/30/2025
24C0001117,ALLINA HEALTH SURGERY CENTER VADNAIS HEIGHTS LLC,1155 COUNTY ROAD E EAST SUITE 200,VADNAIS HEIGHTS,MN,55110,,(651) 760-7020,98,2,0,99,95,4,1,97,90,9,1,96,88,8,4,94,3,697,286,41,10/01/2024,09/30/2025
24C0001118,NORTHERN LAKES SURGERY CENTER LLC,4791 COUNTY ROAD 10,MOOSE LAKE,MN,55767,,(218) 509-2100,99,1,0,99,95,4,1,97,89,8,3,95,87,12,1,95,,808,327,40,10/01/2024,09/30/2025
24C0001119,MIDWEST SURGERY CENTER LLC DBA MIDWEST SURGERY CENTER EAGAN,2975 HOLIDAY COURT SUITE 100,EAGAN,MN,55121,,(651) 515-1996,98,1,1,98,95,5,0,98,92,7,1,96,90,7,3,95,3,992,355,36,10/01/2024,09/30/2025
24C0001120,NORTHERN MEDICAL STRATEGIES LLC DBA ARROWHEAD SURGERY CENTER,4316 RICE LAKE ROAD SUITE 104,DULUTH,MN,55811,,(218) 514-0514,99,1,0,99,96,3,1,98,96,3,1,98,98,2,0,99,3,224,145,65,10/01/2024,09/30/2025
24C0001121,ALLINA HEALTH SURGERY CENTER LAKEVILLE LLC,18465 ORCHARD TRAIL SUITE 400,LAKEVILLE,MN,55044,,(833) 718-9412,99,1,0,99,97,3,0,98,96,4,0,98,94,5,1,97,3,854,314,37,10/01/2024,09/30/2025
24C0001122,MNGI ENDOSCOPY ASC INC DBA MNGI ENDOSCOPY LAKEVILLE,18465 ORCHARD TRAIL SUITE 300,LAKEVILLE,MN,55044,,(612) 871-1145,98,2,0,99,94,5,1,97,96,4,0,97,93,7,0,98,"3,6",357,76,24,10/01/2024,09/30/2025
24C0001123,PLYMOUTH ORTHOPEDIC SURGERY CENTER LLC,16800 37TH PLACE NORTH,PLYMOUTH,MN,55446,,(952) 512-5600,99,1,0,100,94,5,1,97,98,1,1,98,94,4,2,97,3,1584,632,40,10/01/2024,09/30/2025
24C0001124,SOUTHDALE SPECIALTY SURGERY CENTER LLC,6500 BARRIE ROAD SUITE 300,EDINA,MN,55435,,(952) 368-3800,96,3,1,97,84,15,1,91,84,13,3,93,85,11,4,93,3,755,160,21,10/01/2024,09/30/2025
24C0001125,MINNESOTA EYE LASER AND SURGERY CENTERS LLC,12501 WHITEWATER DRIVE SUITE 320,MINNETONKA,MN,55343,,(952) 567-6060,97,2,1,98,93,6,1,96,86,11,3,93,80,15,5,91,3,312,123,39,10/01/2024,09/30/2025
